Continent,Region/Country,Product,Variable,Year,Unit,Quantity
America,Bermuda,Wine,Imports,2016,1000 hl,  15
America,Bermuda,Wine,Consumption,2017,1000 hl,  15
America,Bermuda,Wine,Imports,2017,1000 hl,  16
America,Bermuda,Wine,Consumption,2018,1000 hl,  15
America,Bermuda,Wine,Imports,2018,1000 hl,  14
America,Bermuda,Wine,Consumption,2019,1000 hl,  16
America,Bermuda,Wine,Imports,2019,1000 hl,  18
America,Bermuda,Wine,Consumption,2020,1000 hl,  15
America,Bermuda,Wine,Imports,2020,1000 hl,  12
America,Bermuda,Wine,Consumption,2021,1000 hl,  15
America,Bermuda,Wine,Imports,2021,1000 hl,  13
America,Bolivia,Wine,Consumption,1995,1000 hl,  23
America,Bolivia,Wine,Exports,1995,1000 hl,0
America,Bolivia,Wine,Imports,1995,1000 hl,  3
America,Bolivia,Wine,Production,1995,1000 hl,  20
America,Bolivia,Wine,Consumption,1996,1000 hl,  24
America,Bolivia,Wine,Exports,1996,1000 hl,0
America,Bolivia,Wine,Imports,1996,1000 hl,  3
America,Bolivia,Wine,Production,1996,1000 hl,  20
America,Bolivia,Wine,Consumption,1997,1000 hl,  24
America,Bolivia,Wine,Exports,1997,1000 hl,0
America,Bolivia,Wine,Imports,1997,1000 hl,  4
America,Bolivia,Wine,Production,1997,1000 hl,  20
America,Bolivia,Wine,Consumption,1998,1000 hl,  24
America,Bolivia,Wine,Exports,1998,1000 hl,0
America,Bolivia,Wine,Imports,1998,1000 hl,  3
America,Bolivia,Wine,Production,1998,1000 hl,  20
America,Bolivia,Wine,Consumption,1999,1000 hl,  25
America,Bolivia,Wine,Exports,1999,1000 hl,0
America,Bolivia,Wine,Imports,1999,1000 hl,  5
America,Bolivia,Wine,Production,1999,1000 hl,  20
America,Bolivia,Wine,Consumption,2000,1000 hl,  28
America,Bolivia,Wine,Exports,2000,1000 hl,0
America,Bolivia,Wine,Imports,2000,1000 hl,  8
America,Bolivia,Wine,Production,2000,1000 hl,  20
America,Bolivia,Wine,Consumption,2001,1000 hl,  26
America,Bolivia,Wine,Exports,2001,1000 hl,0
America,Bolivia,Wine,Imports,2001,1000 hl,  6
America,Bolivia,Wine,Production,2001,1000 hl,  20
America,Bolivia,Wine,Consumption,2002,1000 hl,  24
America,Bolivia,Wine,Exports,2002,1000 hl,0
America,Bolivia,Wine,Imports,2002,1000 hl,  3
America,Bolivia,Wine,Production,2002,1000 hl,  20
America,Bolivia,Wine,Consumption,2003,1000 hl,  26
America,Bolivia,Wine,Exports,2003,1000 hl,0
America,Bolivia,Wine,Imports,2003,1000 hl,  6
America,Bolivia,Wine,Production,2003,1000 hl,  44
America,Bolivia,Wine,Consumption,2004,1000 hl,  26
America,Bolivia,Wine,Exports,2004,1000 hl,0
America,Bolivia,Wine,Imports,2004,1000 hl,  6
America,Bolivia,Wine,Production,2004,1000 hl,  71
America,Bolivia,Wine,Consumption,2005,1000 hl,  40
America,Bolivia,Wine,Exports,2005,1000 hl,0
America,Bolivia,Wine,Imports,2005,1000 hl,  4
America,Bolivia,Wine,Production,2005,1000 hl,  72
America,Bolivia,Wine,Consumption,2006,1000 hl,  78
America,Bolivia,Wine,Exports,2006,1000 hl,0
America,Bolivia,Wine,Imports,2006,1000 hl,  5
America,Bolivia,Wine,Production,2006,1000 hl,  73
America,Bolivia,Wine,Consumption,2007,1000 hl,  78
America,Bolivia,Wine,Exports,2007,1000 hl,0
America,Bolivia,Wine,Imports,2007,1000 hl,  5
America,Bolivia,Wine,Production,2007,1000 hl,  74
America,Bolivia,Wine,Consumption,2008,1000 hl,  86
America,Bolivia,Wine,Exports,2008,1000 hl,0
America,Bolivia,Wine,Imports,2008,1000 hl,  9
America,Bolivia,Wine,Production,2008,1000 hl,  77
America,Bolivia,Wine,Consumption,2009,1000 hl,  78
America,Bolivia,Wine,Exports,2009,1000 hl,0
America,Bolivia,Wine,Imports,2009,1000 hl,  8
America,Bolivia,Wine,Production,2009,1000 hl,  70
America,Bolivia,Wine,Consumption,2010,1000 hl,  81
America,Bolivia,Wine,Exports,2010,1000 hl,0
America,Bolivia,Wine,Imports,2010,1000 hl,  7
America,Bolivia,Wine,Production,2010,1000 hl,  74
America,Bolivia,Wine,Consumption,2011,1000 hl,  83
America,Bolivia,Wine,Exports,2011,1000 hl,0
America,Bolivia,Wine,Imports,2011,1000 hl,  9
America,Bolivia,Wine,Production,2011,1000 hl,  74
America,Bolivia,Wine,Consumption,2012,1000 hl,  83
America,Bolivia,Wine,Exports,2012,1000 hl,0
America,Bolivia,Wine,Imports,2012,1000 hl,  9
America,Bolivia,Wine,Production,2012,1000 hl,  80
America,Bolivia,Wine,Consumption,2013,1000 hl,  92
America,Bolivia,Wine,Exports,2013,1000 hl,0
America,Bolivia,Wine,Imports,2013,1000 hl,  10
America,Bolivia,Wine,Production,2013,1000 hl,  83
America,Bolivia,Wine,Consumption,2014,1000 hl,  79
America,Bolivia,Wine,Exports,2014,1000 hl,0
America,Bolivia,Wine,Imports,2014,1000 hl,  10
America,Bolivia,Wine,Production,2014,1000 hl,  55
America,Bolivia,Wine,Consumption,2015,1000 hl,  79
America,Bolivia,Wine,Exports,2015,1000 hl,0
America,Bolivia,Wine,Imports,2015,1000 hl,  10
America,Bolivia,Wine,Production,2015,1000 hl,  83
America,Bolivia,Wine,Consumption,2016,1000 hl,  93
America,Bolivia,Wine,Exports,2016,1000 hl,0
America,Bolivia,Wine,Imports,2016,1000 hl,  10
America,Bolivia,Wine,Production,2016,1000 hl,  83
America,Bolivia,Wine,Consumption,2017,1000 hl,  95
America,Bolivia,Wine,Exports,2017,1000 hl,0
America,Bolivia,Wine,Imports,2017,1000 hl,  14
America,Bolivia,Wine,Production,2017,1000 hl,  84
America,Bolivia,Wine,Consumption,2018,1000 hl,  87
America,Bolivia,Wine,Exports,2018,1000 hl,0
America,Bolivia,Wine,Imports,2018,1000 hl,  10
America,Bolivia,Wine,Production,2018,1000 hl,  67
America,Bolivia,Wine,Consumption,2019,1000 hl,  83
America,Bolivia,Wine,Exports,2019,1000 hl,  1
America,Bolivia,Wine,Imports,2019,1000 hl,  7
America,Bolivia,Wine,Production,2019,1000 hl,  84
America,Bolivia,Wine,Consumption,2020,1000 hl,  91
America,Bolivia,Wine,Exports,2020,1000 hl,0
America,Bolivia,Wine,Imports,2020,1000 hl,  7
America,Bolivia,Wine,Production,2020,1000 hl,  84
America,Bolivia,Wine,Consumption,2021,1000 hl,  90
America,Bolivia,Wine,Exports,2021,1000 hl,0
America,Bolivia,Wine,Imports,2021,1000 hl,  5
America,Bolivia,Wine,Production,2021,1000 hl,  84
America,Bolivia,Wine,Exports,2022,1000 hl,0
America,Bolivia,Wine,Imports,2022,1000 hl,  8
America,Brazil,Wine,Consumption,1995,1000 hl, 2 414
America,Brazil,Wine,Exports,1995,1000 hl,  146
America,Brazil,Wine,Imports,1995,1000 hl,  279
America,Brazil,Wine,Production,1995,1000 hl, 3 128
America,Brazil,Wine,Consumption,1996,1000 hl, 2 358
America,Brazil,Wine,Exports,1996,1000 hl,  145
America,Brazil,Wine,Imports,1996,1000 hl,  234
America,Brazil,Wine,Production,1996,1000 hl, 2 320
America,Brazil,Wine,Consumption,1997,1000 hl, 2 577
America,Brazil,Wine,Exports,1997,1000 hl,  153
America,Brazil,Wine,Imports,1997,1000 hl,  253
America,Brazil,Wine,Production,1997,1000 hl, 2 743
America,Brazil,Wine,Consumption,1998,1000 hl, 2 552
America,Brazil,Wine,Exports,1998,1000 hl,  78
America,Brazil,Wine,Imports,1998,1000 hl,  241
America,Brazil,Wine,Production,1998,1000 hl, 2 782
America,Brazil,Wine,Consumption,1999,1000 hl, 2 963
America,Brazil,Wine,Exports,1999,1000 hl,  76
America,Brazil,Wine,Imports,1999,1000 hl,  284
America,Brazil,Wine,Production,1999,1000 hl, 3 116
America,Brazil,Wine,Consumption,2000,1000 hl, 3 177
America,Brazil,Wine,Exports,2000,1000 hl,  65
America,Brazil,Wine,Imports,2000,1000 hl,  312
America,Brazil,Wine,Production,2000,1000 hl, 3 638
America,Brazil,Wine,Consumption,2001,1000 hl, 3 079
America,Brazil,Wine,Exports,2001,1000 hl,  56
America,Brazil,Wine,Imports,2001,1000 hl,  299
America,Brazil,Wine,Production,2001,1000 hl, 2 968
America,Brazil,Wine,Consumption,2002,1000 hl, 3 178
America,Brazil,Wine,Exports,2002,1000 hl,  23
America,Brazil,Wine,Imports,2002,1000 hl,  266
America,Brazil,Wine,Production,2002,1000 hl, 3 212
America,Brazil,Wine,Consumption,2003,1000 hl, 3 077
America,Brazil,Wine,Exports,2003,1000 hl,  15
America,Brazil,Wine,Imports,2003,1000 hl,  293
America,Brazil,Wine,Production,2003,1000 hl, 2 620
America,Brazil,Wine,Consumption,2004,1000 hl, 3 177
America,Brazil,Wine,Exports,2004,1000 hl,  30
America,Brazil,Wine,Imports,2004,1000 hl,  392
America,Brazil,Wine,Production,2004,1000 hl, 3 925
America,Brazil,Wine,Consumption,2005,1000 hl, 3 710
America,Brazil,Wine,Exports,2005,1000 hl,  36
America,Brazil,Wine,Imports,2005,1000 hl,  409
America,Brazil,Wine,Production,2005,1000 hl, 3 199
America,Brazil,Wine,Consumption,2006,1000 hl, 3 466
America,Brazil,Wine,Exports,2006,1000 hl,  34
America,Brazil,Wine,Imports,2006,1000 hl,  509
America,Brazil,Wine,Production,2006,1000 hl, 2 372
America,Brazil,Wine,Consumption,2007,1000 hl, 3 254
America,Brazil,Wine,Exports,2007,1000 hl,  27
America,Brazil,Wine,Imports,2007,1000 hl,  609
America,Brazil,Wine,Production,2007,1000 hl, 3 502
America,Brazil,Wine,Consumption,2008,1000 hl, 3 265
America,Brazil,Wine,Exports,2008,1000 hl,  96
America,Brazil,Wine,Imports,2008,1000 hl,  579
America,Brazil,Wine,Production,2008,1000 hl, 3 683
America,Brazil,Wine,Consumption,2009,1000 hl, 3 508
America,Brazil,Wine,Exports,2009,1000 hl,  257
America,Brazil,Wine,Imports,2009,1000 hl,  559
America,Brazil,Wine,Production,2009,1000 hl, 2 720
America,Brazil,Wine,Consumption,2010,1000 hl, 3 686
America,Brazil,Wine,Exports,2010,1000 hl,  15
America,Brazil,Wine,Imports,2010,1000 hl,  707
America,Brazil,Wine,Production,2010,1000 hl, 2 459
America,Brazil,Wine,Consumption,2011,1000 hl, 3 625
America,Brazil,Wine,Exports,2011,1000 hl,  13
America,Brazil,Wine,Imports,2011,1000 hl,  727
America,Brazil,Wine,Production,2011,1000 hl, 3 460
America,Brazil,Wine,Consumption,2012,1000 hl, 3 198
America,Brazil,Wine,Exports,2012,1000 hl,  59
America,Brazil,Wine,Imports,2012,1000 hl,  742
America,Brazil,Wine,Production,2012,1000 hl, 2 967
America,Brazil,Wine,Consumption,2013,1000 hl, 3 488
America,Brazil,Wine,Exports,2013,1000 hl,  91
America,Brazil,Wine,Imports,2013,1000 hl,  679
America,Brazil,Wine,Production,2013,1000 hl, 2 710
America,Brazil,Wine,Consumption,2014,1000 hl, 3 233
America,Brazil,Wine,Exports,2014,1000 hl,  27
America,Brazil,Wine,Imports,2014,1000 hl,  812
America,Brazil,Wine,Production,2014,1000 hl, 2 810
America,Brazil,Wine,Consumption,2015,1000 hl, 3 270
America,Brazil,Wine,Exports,2015,1000 hl,  13
America,Brazil,Wine,Imports,2015,1000 hl,  818
America,Brazil,Wine,Production,2015,1000 hl, 2 699
America,Brazil,Wine,Consumption,2016,1000 hl, 3 112
America,Brazil,Wine,Exports,2016,1000 hl,  20
America,Brazil,Wine,Imports,2016,1000 hl,  921
America,Brazil,Wine,Production,2016,1000 hl, 1 257
America,Brazil,Wine,Consumption,2017,1000 hl, 3 278
America,Brazil,Wine,Exports,2017,1000 hl,  32
America,Brazil,Wine,Imports,2017,1000 hl, 1 258
America,Brazil,Wine,Production,2017,1000 hl, 3 553
America,Brazil,Wine,Consumption,2018,1000 hl, 3 285
America,Brazil,Wine,Exports,2018,1000 hl,  42
America,Brazil,Wine,Imports,2018,1000 hl, 1 102
America,Brazil,Wine,Production,2018,1000 hl, 3 084
America,Brazil,Wine,Consumption,2019,1000 hl, 3 634
America,Brazil,Wine,Exports,2019,1000 hl,  38
America,Brazil,Wine,Imports,2019,1000 hl, 1 204
America,Brazil,Wine,Production,2019,1000 hl, 2 176
America,Brazil,Wine,Consumption,2020,1000 hl, 4 053
America,Brazil,Wine,Exports,2020,1000 hl,  50
America,Brazil,Wine,Imports,2020,1000 hl, 1 520
America,Brazil,Wine,Production,2020,1000 hl, 2 257
America,Brazil,Wine,Consumption,2021,1000 hl, 4 123
America,Brazil,Wine,Exports,2021,1000 hl,  80
America,Brazil,Wine,Imports,2021,1000 hl, 1 825
America,Brazil,Wine,Production,2021,1000 hl, 2 928
America,Brazil,Wine,Consumption,2022,1000 hl, 3 590
America,Brazil,Wine,Exports,2022,1000 hl,  78
America,Brazil,Wine,Imports,2022,1000 hl, 1 541
America,Brazil,Wine,Production,2022,1000 hl, 3 200
America,Brazil,Wine,Production,2023,1000 hl, 2 250
America,Canada,Wine,Consumption,1995,1000 hl, 1 815
America,Canada,Wine,Exports,1995,1000 hl,  13
America,Canada,Wine,Imports,1995,1000 hl, 1 477
America,Canada,Wine,Production,1995,1000 hl,  355
America,Canada,Wine,Consumption,1996,1000 hl, 2 016
America,Canada,Wine,Exports,1996,1000 hl,  12
America,Canada,Wine,Imports,1996,1000 hl, 1 698
America,Canada,Wine,Production,1996,1000 hl,  333
America,Canada,Wine,Consumption,1997,1000 hl, 2 100
America,Canada,Wine,Exports,1997,1000 hl,  25
America,Canada,Wine,Imports,1997,1000 hl, 1 784
America,Canada,Wine,Production,1997,1000 hl,  344
America,Canada,Wine,Consumption,1998,1000 hl, 2 408
America,Canada,Wine,Exports,1998,1000 hl,  14
America,Canada,Wine,Imports,1998,1000 hl, 2 030
America,Canada,Wine,Production,1998,1000 hl,  396
America,Canada,Wine,Consumption,1999,1000 hl, 2 688
America,Canada,Wine,Exports,1999,1000 hl,  15
America,Canada,Wine,Imports,1999,1000 hl, 2 195
America,Canada,Wine,Production,1999,1000 hl,  512
America,Canada,Wine,Consumption,2000,1000 hl, 2 756
America,Canada,Wine,Exports,2000,1000 hl,  25
America,Canada,Wine,Imports,2000,1000 hl, 2 358
America,Canada,Wine,Production,2000,1000 hl,  428
America,Canada,Wine,Consumption,2001,1000 hl, 2 800
America,Canada,Wine,Exports,2001,1000 hl,  29
America,Canada,Wine,Imports,2001,1000 hl, 2 388
America,Canada,Wine,Production,2001,1000 hl,  445
America,Canada,Wine,Consumption,2002,1000 hl, 2 884
America,Canada,Wine,Exports,2002,1000 hl,  18
America,Canada,Wine,Imports,2002,1000 hl, 2 437
America,Canada,Wine,Production,2002,1000 hl,  469
America,Canada,Wine,Consumption,2003,1000 hl, 3 440
America,Canada,Wine,Exports,2003,1000 hl,  31
America,Canada,Wine,Imports,2003,1000 hl, 2 697
America,Canada,Wine,Production,2003,1000 hl,  359
America,Canada,Wine,Consumption,2004,1000 hl, 3 607
America,Canada,Wine,Exports,2004,1000 hl,  25
America,Canada,Wine,Imports,2004,1000 hl, 2 668
America,Canada,Wine,Production,2004,1000 hl,  522
America,Canada,Wine,Consumption,2005,1000 hl, 3 754
America,Canada,Wine,Exports,2005,1000 hl,  19
America,Canada,Wine,Imports,2005,1000 hl, 2 809
America,Canada,Wine,Production,2005,1000 hl,  291
America,Canada,Wine,Consumption,2006,1000 hl, 4 025
America,Canada,Wine,Exports,2006,1000 hl,  15
America,Canada,Wine,Imports,2006,1000 hl, 3 043
America,Canada,Wine,Production,2006,1000 hl,  527
America,Canada,Wine,Consumption,2007,1000 hl, 4 054
America,Canada,Wine,Exports,2007,1000 hl,  30
America,Canada,Wine,Imports,2007,1000 hl, 3 118
America,Canada,Wine,Production,2007,1000 hl,  502
America,Canada,Wine,Consumption,2008,1000 hl, 4 253
America,Canada,Wine,Exports,2008,1000 hl,  86
America,Canada,Wine,Imports,2008,1000 hl, 3 200
America,Canada,Wine,Production,2008,1000 hl,  543
America,Canada,Wine,Consumption,2009,1000 hl, 4 414
America,Canada,Wine,Exports,2009,1000 hl,  111
America,Canada,Wine,Imports,2009,1000 hl, 3 284
America,Canada,Wine,Production,2009,1000 hl,  454
America,Canada,Wine,Consumption,2010,1000 hl, 4 564
America,Canada,Wine,Exports,2010,1000 hl,  151
America,Canada,Wine,Imports,2010,1000 hl, 3 500
America,Canada,Wine,Production,2010,1000 hl,  507
America,Canada,Wine,Consumption,2011,1000 hl, 4 700
America,Canada,Wine,Exports,2011,1000 hl,  229
America,Canada,Wine,Imports,2011,1000 hl, 3 584
America,Canada,Wine,Production,2011,1000 hl,  614
America,Canada,Wine,Consumption,2012,1000 hl, 4 859
America,Canada,Wine,Exports,2012,1000 hl,  268
America,Canada,Wine,Imports,2012,1000 hl, 3 768
America,Canada,Wine,Production,2012,1000 hl,  620
America,Canada,Wine,Consumption,2013,1000 hl, 4 878
America,Canada,Wine,Exports,2013,1000 hl,  423
America,Canada,Wine,Imports,2013,1000 hl, 3 727
America,Canada,Wine,Production,2013,1000 hl,  697
America,Canada,Wine,Consumption,2014,1000 hl, 4 645
America,Canada,Wine,Exports,2014,1000 hl,  647
America,Canada,Wine,Imports,2014,1000 hl, 3 849
America,Canada,Wine,Production,2014,1000 hl,  582
America,Canada,Wine,Consumption,2015,1000 hl, 4 835
America,Canada,Wine,Exports,2015,1000 hl,  734
America,Canada,Wine,Imports,2015,1000 hl, 4 134
America,Canada,Wine,Production,2015,1000 hl,  598
America,Canada,Wine,Consumption,2016,1000 hl, 4 996
America,Canada,Wine,Exports,2016,1000 hl,  717
America,Canada,Wine,Imports,2016,1000 hl, 4 157
America,Canada,Wine,Production,2016,1000 hl,  638
America,Canada,Wine,Consumption,2017,1000 hl, 4 954
America,Canada,Wine,Exports,2017,1000 hl,  884
America,Canada,Wine,Imports,2017,1000 hl, 4 187
America,Canada,Wine,Production,2017,1000 hl,  704
America,Canada,Wine,Consumption,2018,1000 hl, 4 867
America,Canada,Wine,Exports,2018,1000 hl,  960
America,Canada,Wine,Imports,2018,1000 hl, 4 217
America,Canada,Wine,Production,2018,1000 hl,  703
America,Canada,Wine,Consumption,2019,1000 hl, 4 700
America,Canada,Wine,Exports,2019,1000 hl, 1 401
America,Canada,Wine,Imports,2019,1000 hl, 4 169
America,Canada,Wine,Production,2019,1000 hl,  697
America,Canada,Wine,Consumption,2020,1000 hl, 4 418
America,Canada,Wine,Exports,2020,1000 hl, 1 655
America,Canada,Wine,Imports,2020,1000 hl, 4 499
America,Canada,Wine,Production,2020,1000 hl,  656
America,Canada,Wine,Consumption,2021,1000 hl, 4 219
America,Canada,Wine,Exports,2021,1000 hl, 2 080
America,Canada,Wine,Imports,2021,1000 hl, 4 189
America,Canada,Wine,Production,2021,1000 hl,  656
America,Canada,Wine,Consumption,2022,1000 hl, 4 200
America,Canada,Wine,Exports,2022,1000 hl, 2 129
America,Canada,Wine,Imports,2022,1000 hl, 4 178
America,Cayman Islands,Wine,Imports,1995,1000 hl,  5
America,Cayman Islands,Wine,Imports,1996,1000 hl,  5
America,Cayman Islands,Wine,Imports,1997,1000 hl,  5
America,Cayman Islands,Wine,Imports,1998,1000 hl,  5
America,Cayman Islands,Wine,Imports,1999,1000 hl,  5
America,Cayman Islands,Wine,Imports,2000,1000 hl,  14
America,Cayman Islands,Wine,Imports,2001,1000 hl,  14
America,Cayman Islands,Wine,Imports,2002,1000 hl,  9
America,Cayman Islands,Wine,Imports,2003,1000 hl,  6
America,Cayman Islands,Wine,Imports,2004,1000 hl,  8
America,Cayman Islands,Wine,Imports,2005,1000 hl,  11
America,Cayman Islands,Wine,Imports,2006,1000 hl,  17
America,Cayman Islands,Wine,Imports,2007,1000 hl,  17
America,Cayman Islands,Wine,Imports,2008,1000 hl,  14
America,Cayman Islands,Wine,Imports,2009,1000 hl,  15
America,Cayman Islands,Wine,Imports,2010,1000 hl,  9
America,Cayman Islands,Wine,Imports,2011,1000 hl,  8
America,Cayman Islands,Wine,Imports,2012,1000 hl,  8
America,Cayman Islands,Wine,Imports,2013,1000 hl,  8
America,Cayman Islands,Wine,Imports,2014,1000 hl,  10
America,Cayman Islands,Wine,Imports,2015,1000 hl,  11
America,Cayman Islands,Wine,Imports,2016,1000 hl,  11
America,Cayman Islands,Wine,Imports,2017,1000 hl,  11
America,Cayman Islands,Wine,Imports,2018,1000 hl,  11
America,Cayman Islands,Wine,Imports,2019,1000 hl,  11
America,Cayman Islands,Wine,Imports,2020,1000 hl,  11
America,Cayman Islands,Wine,Imports,2021,1000 hl,  11
America,Chile,Wine,Consumption,1995,1000 hl, 2 132
America,Chile,Wine,Exports,1995,1000 hl, 1 290
America,Chile,Wine,Imports,1995,1000 hl,  2
America,Chile,Wine,Production,1995,1000 hl, 3 164
America,Chile,Wine,Consumption,1996,1000 hl, 2 291
America,Chile,Wine,Exports,1996,1000 hl, 1 841
America,Chile,Wine,Imports,1996,1000 hl,  6
America,Chile,Wine,Production,1996,1000 hl, 3 824
America,Chile,Wine,Consumption,1997,1000 hl, 1 922
America,Chile,Wine,Exports,1997,1000 hl, 2 163
America,Chile,Wine,Imports,1997,1000 hl,  133
America,Chile,Wine,Production,1997,1000 hl, 4 549
America,Chile,Wine,Consumption,1998,1000 hl, 2 713
America,Chile,Wine,Exports,1998,1000 hl, 2 298
America,Chile,Wine,Imports,1998,1000 hl,  98
America,Chile,Wine,Production,1998,1000 hl, 5 475
America,Chile,Wine,Consumption,1999,1000 hl, 2 853
America,Chile,Wine,Exports,1999,1000 hl, 2 298
America,Chile,Wine,Imports,1999,1000 hl,  47
America,Chile,Wine,Production,1999,1000 hl, 4 807
America,Chile,Wine,Consumption,2000,1000 hl, 2 271
America,Chile,Wine,Exports,2000,1000 hl, 2 647
America,Chile,Wine,Imports,2000,1000 hl,  57
America,Chile,Wine,Production,2000,1000 hl, 6 674
America,Chile,Wine,Consumption,2001,1000 hl, 2 250
America,Chile,Wine,Exports,2001,1000 hl, 3 089
America,Chile,Wine,Imports,2001,1000 hl,  5
America,Chile,Wine,Production,2001,1000 hl, 5 452
America,Chile,Wine,Consumption,2002,1000 hl, 2 297
America,Chile,Wine,Exports,2002,1000 hl, 3 553
America,Chile,Wine,Imports,2002,1000 hl,  22
America,Chile,Wine,Production,2002,1000 hl, 5 623
America,Chile,Wine,Consumption,2003,1000 hl, 2 552
America,Chile,Wine,Exports,2003,1000 hl, 4 029
America,Chile,Wine,Imports,2003,1000 hl,  6
America,Chile,Wine,Production,2003,1000 hl, 6 682
America,Chile,Wine,Consumption,2004,1000 hl, 2 547
America,Chile,Wine,Exports,2004,1000 hl, 4 740
America,Chile,Wine,Imports,2004,1000 hl,  3
America,Chile,Wine,Production,2004,1000 hl, 6 301
America,Chile,Wine,Consumption,2005,1000 hl, 2 644
America,Chile,Wine,Exports,2005,1000 hl, 4 209
America,Chile,Wine,Imports,2005,1000 hl,  44
America,Chile,Wine,Production,2005,1000 hl, 7 885
America,Chile,Wine,Consumption,2006,1000 hl, 2 380
America,Chile,Wine,Exports,2006,1000 hl, 4 740
America,Chile,Wine,Imports,2006,1000 hl,  62
America,Chile,Wine,Production,2006,1000 hl, 8 448
America,Chile,Wine,Consumption,2007,1000 hl, 2 980
America,Chile,Wine,Exports,2007,1000 hl, 6 100
America,Chile,Wine,Imports,2007,1000 hl,  62
America,Chile,Wine,Production,2007,1000 hl, 8 227
America,Chile,Wine,Consumption,2008,1000 hl, 2 339
America,Chile,Wine,Exports,2008,1000 hl, 5 885
America,Chile,Wine,Imports,2008,1000 hl,  39
America,Chile,Wine,Production,2008,1000 hl, 8 683
America,Chile,Wine,Consumption,2009,1000 hl, 3 118
America,Chile,Wine,Exports,2009,1000 hl, 6 931
America,Chile,Wine,Imports,2009,1000 hl,  31
America,Chile,Wine,Production,2009,1000 hl, 10 093
America,Chile,Wine,Consumption,2010,1000 hl, 3 100
America,Chile,Wine,Exports,2010,1000 hl, 7 321
America,Chile,Wine,Imports,2010,1000 hl,  6
America,Chile,Wine,Production,2010,1000 hl, 8 844
America,Chile,Wine,Consumption,2011,1000 hl, 3 007
America,Chile,Wine,Exports,2011,1000 hl, 6 600
America,Chile,Wine,Imports,2011,1000 hl,  10
America,Chile,Wine,Production,2011,1000 hl, 10 464
America,Chile,Wine,Consumption,2012,1000 hl, 3 157
America,Chile,Wine,Exports,2012,1000 hl, 7 439
America,Chile,Wine,Imports,2012,1000 hl,  12
America,Chile,Wine,Production,2012,1000 hl, 12 554
America,Chile,Wine,Consumption,2013,1000 hl, 2 947
America,Chile,Wine,Exports,2013,1000 hl, 8 789
America,Chile,Wine,Imports,2013,1000 hl,  22
America,Chile,Wine,Production,2013,1000 hl, 12 821
America,Chile,Wine,Consumption,2014,1000 hl, 2 950
America,Chile,Wine,Exports,2014,1000 hl, 7 999
America,Chile,Wine,Imports,2014,1000 hl,  17
America,Chile,Wine,Production,2014,1000 hl, 9 896
America,Chile,Wine,Consumption,2015,1000 hl, 2 578
America,Chile,Wine,Exports,2015,1000 hl, 8 757
America,Chile,Wine,Imports,2015,1000 hl,  25
America,Chile,Wine,Production,2015,1000 hl, 12 866
America,Chile,Wine,Consumption,2016,1000 hl, 2 433
America,Chile,Wine,Exports,2016,1000 hl, 9 076
America,Chile,Wine,Imports,2016,1000 hl,  25
America,Chile,Wine,Production,2016,1000 hl, 10 143
America,Chile,Wine,Consumption,2017,1000 hl, 2 329
America,Chile,Wine,Exports,2017,1000 hl, 9 402
America,Chile,Wine,Imports,2017,1000 hl,  20
America,Chile,Wine,Production,2017,1000 hl, 9 492
America,Chile,Wine,Consumption,2018,1000 hl, 2 294
America,Chile,Wine,Exports,2018,1000 hl, 8 427
America,Chile,Wine,Imports,2018,1000 hl,  30
America,Chile,Wine,Production,2018,1000 hl, 12 898
America,Chile,Wine,Consumption,2019,1000 hl, 2 745
America,Chile,Wine,Exports,2019,1000 hl, 8 686
America,Chile,Wine,Imports,2019,1000 hl,  25
America,Chile,Wine,Production,2019,1000 hl, 11 939
America,Chile,Wine,Consumption,2020,1000 hl, 2 392
America,Chile,Wine,Exports,2020,1000 hl, 8 498
America,Chile,Wine,Imports,2020,1000 hl,  37
America,Chile,Wine,Production,2020,1000 hl, 10 337
America,Chile,Wine,Consumption,2021,1000 hl, 2 521
America,Chile,Wine,Exports,2021,1000 hl, 8 656
America,Chile,Wine,Imports,2021,1000 hl,  84
America,Chile,Wine,Production,2021,1000 hl, 13 437
America,Chile,Wine,Consumption,2022,1000 hl, 2 280
America,Chile,Wine,Exports,2022,1000 hl, 8 916
America,Chile,Wine,Imports,2022,1000 hl,  30
America,Chile,Wine,Production,2022,1000 hl, 12 443
America,Chile,Wine,Production,2023,1000 hl, 12 605
America,Colombia,Wine,Consumption,1995,1000 hl,  45
America,Colombia,Wine,Exports,1995,1000 hl,0
America,Colombia,Wine,Imports,1995,1000 hl,  45
America,Colombia,Wine,Consumption,1996,1000 hl,  46
America,Colombia,Wine,Exports,1996,1000 hl,0
America,Colombia,Wine,Imports,1996,1000 hl,  46
America,Colombia,Wine,Consumption,1997,1000 hl,  51
America,Colombia,Wine,Exports,1997,1000 hl,0
America,Colombia,Wine,Imports,1997,1000 hl,  51
America,Colombia,Wine,Consumption,1998,1000 hl,  51
America,Colombia,Wine,Exports,1998,1000 hl,0
America,Colombia,Wine,Imports,1998,1000 hl,  51
America,Colombia,Wine,Consumption,1999,1000 hl,  61
America,Colombia,Wine,Exports,1999,1000 hl,0
America,Colombia,Wine,Imports,1999,1000 hl,  61
America,Colombia,Wine,Consumption,2000,1000 hl,  62
America,Colombia,Wine,Exports,2000,1000 hl,0
America,Colombia,Wine,Imports,2000,1000 hl,  62
